codigo;nome;preco;imagem;link
"BOM-1608";"ALICATE DE BICO CURVO 6"";"R$ 14,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_397601-580x435.PNG?version=2025090317420804122024082524";"https://camargoebarros.futurasistemas.com.br/2794-ALICATE-DE-BICO-CURVO-6-BOM-1608"
"BOM-1611";"ALICATE DE BICO REDONDO 6"";"R$ 13,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_397701-580x435.PNG?version=2026012717505104122024082524";"https://camargoebarros.futurasistemas.com.br/2796-ALICATE-DE-BICO-REDONDO-6-BOM-1611"
"BOM-1602";"ALICATE DE CORTE 6"";"R$ 12,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_389301-580x435.PNG?version=2026042716340504122024082524";"https://camargoebarros.futurasistemas.com.br/2731-ALICATE-DE-CORTE-6-BOM-1602"
"BOM-1641";"ALICATE DE CORTE 6" CABO C/ ISOLAMENTO P/ 1000V";"R$ 18,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_531801-580x435.JPG?version=2025092318152604122024082524";"https://camargoebarros.futurasistemas.com.br/3736-ALICATE-DE-CORTE-6-CABO-C-ISOLAMENTO-P-1000V-BOM-1641"
"AR0095";"ALICATE DE CORTE 6" STARTOOLS";"R$ 16,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_342601-580x435.PNG?version=2025071616555004122024082524";"https://camargoebarros.futurasistemas.com.br/2469-ALICATE-DE-CORTE-6-STARTOOLS-AR0095"
"BOM-1617";"ALICATE DE CORTE DIAGONAL E DECAPAGEM DE FIOS 5"";"R$ 7,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_510301-580x435.JPG?version=2026042410041604122024082524";"https://camargoebarros.futurasistemas.com.br/3584-ALICATE-DE-CORTE-DIAGONAL-E-DECAPAGEM-DE-FIOS-5-BOM-1617"
"AR0100";"ALICATE DE CORTE E DECAPAGEM DE FIOS 5" STARTOOLS";"R$ 9,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_377201-580x435.PNG?version=2026040809400704122024082524";"https://camargoebarros.futurasistemas.com.br/2468-ALICATE-DE-CORTE-E-DECAPAGEM-DE-FIOS-5-STARTOOLS-AR0100"
"BOM-1609";"ALICATE DE CORTE FRONTAL 6"";"R$ 18,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_397501-580x435.PNG?version=2026032515585704122024082524";"https://camargoebarros.futurasistemas.com.br/2795-ALICATE-DE-CORTE-FRONTAL-6-BOM-1609"
"BOM-1630";"ALICATE DE PRESSÃO 10" CABO EMBORRACHADO";"R$ 22,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_532401-580x435.JPG?version=2025100712025404122024082524";"https://camargoebarros.futurasistemas.com.br/3742-ALICATE-DE-PRESSAO-10-CABO-EMBORRACHADO-BOM-1630"
"AR0099";"ALICATE DE PRESSÃO 10" STARTOOLS";"R$ 26,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_346201-580x435.PNG?version=2025091115562604122024082524";"https://camargoebarros.futurasistemas.com.br/2475-ALICATE-DE-PRESSAO-10-STARTOOLS-AR0099"
"BOM-3713";"ALICATE DE PRESSÃO 6,5" KIT COM 3 PCS";"R$ 42,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_546301-580x435.PNG?version=2026012718203004122024082524";"https://camargoebarros.futurasistemas.com.br/3819-ALICATE-DE-PRESSAO-6-5-KIT-COM-3-PCS-BOM-3713"
"BOM-1614";"ALICATE DE RETENÇÃO INTERNA 7"";"R$ 14,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_397101-580x435.PNG?version=2025080110383504122024082524";"https://camargoebarros.futurasistemas.com.br/2791-ALICATE-DE-RETENCAO-INTERNA-7-BOM-1614"
"BOM-3715";"ALICATE DECAPADOR COM 261 PCS DE TERMINAIS E ACESSORIOS";"R$ 62,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_561701-580x435.JPG?version=2026040914201204122024082524";"https://camargoebarros.futurasistemas.com.br/3943-ALICATE-DECAPADOR-COM-261-PCS-DE-TERMINAIS-E-ACESSORIOS-BOM-3715"
"OM-3712";"ALICATE DECAPADOR COM ACESSORIOS NA BOLSA B";"R$ 68,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_561601-580x435.JPG?version=2026040914052704122024082524";"https://camargoebarros.futurasistemas.com.br/3942-ALICATE-DECAPADOR-COM-ACESSORIOS-NA-BOLSA-BOM-3712"
"BOM-1702";"ALICATE DECAPADOR DE FIO";"R$ 32,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_399901-580x435.PNG?version=2026012717073904122024082524";"https://camargoebarros.futurasistemas.com.br/2813-ALICATE-DECAPADOR-DE-FIO-BOM-1702"
"AR0491";"ALICATE DESENCAPADOR E CRIMPADOR DE CABOS DE REDE STARTOOLS";"R$ 22,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_392301-580x435.PNG?version=2025111313355704122024082524";"https://camargoebarros.futurasistemas.com.br/2750-ALICATE-DESENCAPADOR-E-CRIMPADOR-DE-CABOS-DE-REDE-STARTOOLS-AR0491"
"BOM-3709";"ALICATE MULTIFUNCIONAL UNIVERSAL 5 EM 1";"R$ 99,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_510401-580x435.JPG?version=2025052910294504122024082524";"https://camargoebarros.futurasistemas.com.br/3589-ALICATE-MULTIFUNCIONAL-UNIVERSAL-5-EM-1-BOM-3709"
"AR0452";"ALICATE P/ CORTAR E DESCASCAR FIOS 1,5 A 6,5MM STARTOOLS";"R$ 13,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_524601-580x435.JPG?version=2026011909392104122024082524";"https://camargoebarros.futurasistemas.com.br/2482-ALICATE-P-CORTAR-E-DESCASCAR-FIOS-1-5-A-6-5MM-STARTOOLS-AR0452"
"2MV";"ALICATE P/ TRAVAR SERROTE 7" EDA";"R$ 21,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_403701-580x435.PNG?version=2024050218140604122024082524";"https://camargoebarros.futurasistemas.com.br/2848-ALICATE-P-TRAVAR-SERROTE-7-EDA-2MV-002961"
"BOM-3406";"ALICATE PARA ABRAÇADEIRA COIFA DE JUNTA E HOMOCINETICA COM 2 PCS";"R$ 37,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_563301-580x435.JPG?version=2026042315314504122024082524";"https://camargoebarros.futurasistemas.com.br/3947-ALICATE-PARA-ABRACADEIRA-COIFA-DE-JUNTA-E-HOMOCINETICA-COM-2-PCS-BOM-3406"
"ACT6150";"ALICATE PRENSA TERMINAIS CRIMPAR 6 A 50 MM²";"R$ 92,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_522501-580x435.JPG?version=2026031318485404122024082524";"https://camargoebarros.futurasistemas.com.br/3677-ALICATE-PRENSA-TERMINAIS-CRIMPAR-6-A-50-MM-ACT6150"
"BOM-1710";"ALICATE PRENSA TERMINAIS TIPO PINO TUBOLAR 0,25 A 10MM²";"R$ 29,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_399801-580x435.PNG?version=2025121612592404122024082524";"https://camargoebarros.futurasistemas.com.br/2812-ALICATE-PRENSA-TERMINAIS-TIPO-PINO-TUBOLAR-0-25-A-10MM-BOM-1710"
"BOM-3706";"ALICATE PRENSA TERMINAL COM 1900 PCS TERMINAIS TUBOLAR 0,25 A 6MM²";"R$ 64,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_546101-580x435.PNG?version=2026031110013904122024082524";"https://camargoebarros.futurasistemas.com.br/3809-ALICATE-PRENSA-TERMINAL-COM-1900-PCS-TERMINAIS-TUBOLAR-0-25-A-6MM-BOM-3706"
"BOM-1519";"ALICATE REBITADEIRA 10" DE USO MANUAL 4 BICOS";"R$ 18,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_514001-580x435.JPG?version=2025070810045804122024082524";"https://camargoebarros.futurasistemas.com.br/3621-ALICATE-REBITADEIRA-10--DE-USO-MANUAL-4-BICOS-BOM-1519"
"BOM-1646";"ALICATE REBITADOR MANUAL PROFISSIONAL TIPO ALAVANCA 17"";"R$ 38,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_496301-580x435.PNG?version=2025072209440904122024082524";"https://camargoebarros.futurasistemas.com.br/3483-ALICATE-REBITADOR-MANUAL-PROFISSIONAL-TIPO-ALAVANCA-17-BOM-1646"
"BOM-1293";"ALICATE TORQUES 10" POLEGADAS";"R$ 14,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_564601-580x435.JPG?version=2026042417255504122024082524";"https://camargoebarros.futurasistemas.com.br/3957-ALICATE-TORQUES-10-POLEGADAS-BOM-1293"
"BOM-1292";"ALICATE TORQUES 8" POLEGADAS";"R$ 11,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_564501-580x435.JPG?version=2026042417255004122024082524";"https://camargoebarros.futurasistemas.com.br/3958-ALICATE-TORQUES-8-POLEGADAS-BOM-1292"
"AR0517";"ALICATE TURQUESA 12" STARTOOLS";"R$ 27,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_370501-580x435.PNG?version=2025071710045004122024082524";"https://camargoebarros.futurasistemas.com.br/2630-ALICATE-TURQUESA-12-STARTOOLS-AR0517"
"208901";"ALICATE TURQUESA 6" BAR-312001-3 ALICATE TURQUESA 6" BAR-312001-3";"R$ 9,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_380301-580x435.PNG?version=2024030212244504122024082524";"https://camargoebarros.futurasistemas.com.br/2252-ALICATE-TURQUESA-6-BAR-312001-3"
"88039";"ALICATE TURQUESA 8" CABO EMBORRACHADO NAVY";"R$ 9,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_457801-580x435.PNG?version=2024102918112004122024082524";"https://camargoebarros.futurasistemas.com.br/3212-ALICATE-TURQUESA-8-CABO-EMBORRACHADO-NAVY-88039"
"BOM-1603";"ALICATE UNIVERSAL 8"";"R$ 15,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_389701-580x435.PNG?version=2025070315140904122024082524";"https://camargoebarros.futurasistemas.com.br/2734-ALICATE-UNIVERSAL-8-BOM-1603"
"BOM-1645";"ALICATE UNIVERSAL 8" CABO C/ ISOLAMENTO P/ 1000V";"R$ 21,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_531601-580x435.JPG?version=2025092318023404122024082524";"https://camargoebarros.futurasistemas.com.br/2471-ALICATE-UNIVERSAL-8-CABO-C-ISOLAMENTO-P-1000V-BOM-1645"
"AR0093";"ALICATE UNIVERSAL 8" STARTOOLS";"R$ 22,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_342701-580x435.PNG?version=2025071616552604122024082524";"https://camargoebarros.futurasistemas.com.br/2470-ALICATE-UNIVERSAL-8-STARTOOLS-AR0093"
"BOM-1661";"ALICATE VAZADOR PERFURADOR";"R$ 19,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_513501-580x435.JPG?version=2025112115511904122024082524";"https://camargoebarros.futurasistemas.com.br/3616-ALICATE-VAZADOR-PERFURADOR-BOM-1661"
"88001";"ANEL DE VEDAÇÃO KIT COM 50 PCS";"R$ 6,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_484401-580x435.PNG?version=2026021413021304122024082524";"https://camargoebarros.futurasistemas.com.br/2265-ANEL-DE-VEDACAO-KIT-COM-50-PCS-88001"
"AR0226";"APLICADOR DE SILICONE DE METAL STARTOOLS";"R$ 15,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_409801-580x435.PNG?version=2026011319010404122024082524";"https://camargoebarros.futurasistemas.com.br/1128-APLICADOR-DE-SILICONE-DE-METAL-STARTOOLS-AR0226"
"AR0667";"APLICADOR DE SILICONE DE PLASTICO STARTOOLS";"R$ 14,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_412701-580x435.PNG?version=2026050714414404122024082524";"https://camargoebarros.futurasistemas.com.br/2430-APLICADOR-DE-SILICONE-DE-PLASTICO-STARTOOLS-AR0667"
"1101098";"APLICADOR DE SILICONE E PU DE METAL 12" GOLFIELD";"R$ 39,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_566201-580x435.JPG?version=2026051814011904122024082524";"https://camargoebarros.futurasistemas.com.br/3974-APLICADOR-DE-SILICONE-E-PU-DE-METAL-12-GOLFIELD-1101098"
"AR0375";"AQUECEDOR DE AGUA 1000W 110V STARTOOLS";"R$ 18,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_408101-580x435.PNG?version=2026041113310404122024082524";"https://camargoebarros.futurasistemas.com.br/2461-AQUECEDOR-DE-AGUA-1000W-110V-STARTOOLS-AR0375"
"AR0376";"AQUECEDOR DE AGUA 1000W 220V STARTOOLS";"R$ 18,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_408201-580x435.PNG?version=2025071618355204122024082524";"https://camargoebarros.futurasistemas.com.br/2543-AQUECEDOR-DE-AGUA-1000W-220V-STARTOOLS-AR0376"
"AR0377";"AQUECEDOR DE AGUA 1500W 110V STARTOOLS";"R$ 29,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_408301-580x435.PNG?version=2025093016060804122024082524";"https://camargoebarros.futurasistemas.com.br/2762-AQUECEDOR-DE-AGUA-1500W-110V-STARTOOLS-AR0377"
"AR0378";"AQUECEDOR DE AGUA 1500W 220V STARTOOLS";"R$ 29,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_408401-580x435.PNG?version=2025071618402404122024082524";"https://camargoebarros.futurasistemas.com.br/2761-AQUECEDOR-DE-AGUA-1500W-220V-STARTOOLS-AR0378"
"AR0373";"AQUECEDOR DE AGUA 500W 110V STARTOOLS";"R$ 13,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_408501-580x435.PNG?version=2025091117412804122024082524";"https://camargoebarros.futurasistemas.com.br/2460-AQUECEDOR-DE-AGUA-500W-110V-STARTOOLS-AR0373"
"AR0374";"AQUECEDOR DE AGUA 500W 220V STARTOOLS";"R$ 13,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_408601-580x435.PNG?version=2025091117413204122024082524";"https://camargoebarros.futurasistemas.com.br/2544-AQUECEDOR-DE-AGUA-500W-220V-STARTOOLS-AR0374"
"AR0406";"ARAME PLASTIFICADO COM CORTADOR 30 METROS STARTOOLS";"R$ 6,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_393201-580x435.PNG?version=2025091117583904122024082524";"https://camargoebarros.futurasistemas.com.br/2728-ARAME-PLASTIFICADO-COM-CORTADOR-30-METROS-STARTOOLS-AR0406"
"798615";"ARAME RECOZIDO TORCIDO 1KG BWG-1,24MM";"R$ 12,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_566301-580x435.JPG?version=2026051814012104122024082524";"https://camargoebarros.futurasistemas.com.br/3973-ARAME-RECOZIDO-TORCIDO-1KG-BWG-1-24MM-798615"
"BOM-1522";"ARCO DE SERRA COM REGULAGEM 12' POLEGADAS";"R$ 11,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_514101-580x435.JPG?version=2025121612565204122024082524";"https://camargoebarros.futurasistemas.com.br/3622-ARCO-DE-SERRA-COM-REGULAGEM-12-POLEGADAS-BOM-1522"
"BAR-314021-1";"ARCO DE SERRA DE USO MANUAL";"R$ 4,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_416801-580x435.PNG?version=2024060812404504122024082524";"https://camargoebarros.futurasistemas.com.br/2936-ARCO-DE-SERRA-DE-USO-MANUAL-BAR-314021-1"
"BOM-5596";"BATERIA DE IONS LÍTO RECARREGÁVEL 21V-10 CELULAS 3.0AH";"R$ 69,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_564201-580x435.JPG?version=2026041715023704122024082524";"https://camargoebarros.futurasistemas.com.br/3954-BATERIA-DE-IONS-LITO-RECARREGAVEL-21V-10-CELULAS-3-0AH-BOM-5596"
"BOM-5598";"BATERIA DE IONS LÍTO RECARREGÁVEL 21V-10 CELULAS 4.0AH";"R$ 129,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_564101-580x435.JPG?version=2026041714522204122024082524";"https://camargoebarros.futurasistemas.com.br/3953-BATERIA-DE-IONS-LITO-RECARREGAVEL-21V-10-CELULAS-4-0AH-BOM-5598"
"AR0740";"BATERIA DE LÍTO RECARREGÁVEL 21V 2.0AH STARTOOLS";"R$ 48,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_465101-580x435.PNG?version=2025081612220804122024082524";"https://camargoebarros.futurasistemas.com.br/3258-BATERIA-DE-LITO-RECARREGAVEL-21V-2-0AH-STARTOOLS-AR0740"
"AR291";"BATERIA PARA PARAFUSADEIRA 12V 1,5MAH STARTOOLS AR0291 BATERIA PARA PARAFUSADEIRA 12V 1,5MAH STARTOOLS AR0291 DESCRIÇÃO:";"R$ 42,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_377301-580x435.PNG?version=2025073110340504122024082524";"https://camargoebarros.futurasistemas.com.br/2621-BATERIA-PARA-PARAFUSADEIRA-12V-1-5MAH-STARTOOLS-AR0291"
"OOA";"BATERIA PARA PARAFUSADEIRA EDA 12V 1,3MAH";"R$ 41,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_418601-580x435.PNG?version=2024061119514904122024082524";"https://camargoebarros.futurasistemas.com.br/2954-BATERIA-PARA-PARAFUSADEIRA-EDA-12V-1-3MAH-OOA-019648"
"BOM-3614";"BICO PARA BOMBA DE INFLAR KIT 5PÇS";"R$ 3,60";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_481901-580x435.PNG?version=2025022015413104122024082524";"https://camargoebarros.futurasistemas.com.br/3383-BICO-PARA-BOMBA-DE-INFLAR-KIT-5PCS-BOM-3614"
"AR0803";"BOLSA CINTO PARA FERRAMENTAS C/7 BOLSOS STARTOOLS";"R$ 37,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_530901-580x435.JPG?version=2025091310580604122024082524";"https://camargoebarros.futurasistemas.com.br/3728-BOLSA-CINTO-PARA-FERRAMENTAS-C-7-BOLSOS-STARTOOLS-AR0803"
"9RI";"BOLSA DE LONA PARA FERRAMENTAS COM 30 BOLSOS 40CM EDA";"R$ 189,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_557001-580x435.JPG?version=2026032015260904122024082524";"https://camargoebarros.futurasistemas.com.br/3906-BOLSA-DE-LONA-PARA-FERRAMENTAS-COM-30-BOLSOS-40CM-EDA-9RI"
"9SQ";"BOLSA PARA FERRAMENTAS 13" 33CM EDA";"R$ 59,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_502501-580x435.JPG?version=2025043017140804122024082524";"https://camargoebarros.futurasistemas.com.br/3529-BOLSA-PARA-FERRAMENTAS-13-33CM-EDA-9SQ"
"AR0800";"BOLSA PARA FERRAMENTAS 16" STARTOOLS";"R$ 79,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_494401-580x435.PNG?version=2025082915111304122024082524";"https://camargoebarros.futurasistemas.com.br/3473-BOLSA-PARA-FERRAMENTAS-16-STARTOOLS-AR0800"
"AR0801";"BOLSA PARA FERRAMENTAS 16" STARTOOLS";"R$ 92,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_494501-580x435.PNG?version=2025082915112004122024082524";"https://camargoebarros.futurasistemas.com.br/3474-BOLSA-PARA-FERRAMENTAS-16-STARTOOLS-AR0801"
"BOM-8803";"BOMBA DE AR MANUAL COM MANÔMETRO";"R$ 38,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_400401-580x435.PNG?version=2025031215150004122024082524";"https://camargoebarros.futurasistemas.com.br/2811-BOMBA-DE-AR-MANUAL-COM-MANOMETRO-BOM-8803"
"BOM-8805";"BOMBA DE AR MANUAL PARA BICICLETA";"R$ 13,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_320001-580x435.PNG?version=2025091617343204122024082524";"https://camargoebarros.futurasistemas.com.br/2303-BOMBA-DE-AR-MANUAL-PARA-BICICLETA-BOM-8805"
"BOM-8801";"BOMBA DE AR DE MANUAL PEDAL";"R$ 22,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_399001-580x435.PNG?version=2026041715034904122024082524";"https://camargoebarros.futurasistemas.com.br/2807-BOMBA-DE-AR-DE-MANUAL-PEDAL-BOM-8801"
"XH-9282";"BOMBA DE AR MANUAL PARA ENCHER BOLA";"R$ 5,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_283301-580x435.PNG?version=2026041018180604122024082524";"https://camargoebarros.futurasistemas.com.br/2052-BOMBA-DE-AR-MANUAL-PARA-ENCHER-BOLA--XH-9282"
"BOM-5906";"BOMBA DE SUCÇÃO MANUAL PARA TRANSFERENCIA";"R$ 14,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_552001-580x435.JPG?version=2026022717455404122024082524";"https://camargoebarros.futurasistemas.com.br/3858-BOMBA-DE-SUCCAO-MANUAL-PARA-TRANSFERENCIA-BOM-5906"
"BOM-8901";"BOMBA PNEUMÁTICA PARA CASA110-220V 12V";"R$ 39,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_402901-580x435.PNG?version=2024092112132504122024082524";"https://camargoebarros.futurasistemas.com.br/2837-BOMBA-PNEUMATICA-PARA-CASA110-220V-12V-BOM-8901"
"BOM-8701";"BOMBA SUBMERSA PARA AQUARIO 2W BIVOLT 110V-220V";"R$ 16,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_451301-580x435.PNG?version=2026013015454104122024082524";"https://camargoebarros.futurasistemas.com.br/3138-BOMBA-SUBMERSA-PARA-AQUARIO-2W-BIVOLT-110V-220V-BOM-8701"
"BOM-8702";"BOMBA SUBMERSA PARA AQUARIO COM 4 LEDS 2W BIVOLT 110V-220V";"R$ 18,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_451401-580x435.PNG?version=2026012717452604122024082524";"https://camargoebarros.futurasistemas.com.br/3139-BOMBA-SUBMERSA-PARA-AQUARIO-COM-4-LEDS-2W-BIVOLT-110V-220V-BOM-8702"
"AR0133";"BROCA AÇO RAPIDO P/ METAL 10 MM STARTOOLS";"R$ 6,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_435201-580x435.PNG?version=2025071617321604122024082524";"https://camargoebarros.futurasistemas.com.br/3060-BROCA-ACO-RAPIDO-P-METAL-10-MM-STARTOOLS-AR0133"
"AR0131";"BROCA AÇO RAPIDO P/ METAL 6 MM STARTOOLS";"R$ 3,00";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_435001-580x435.PNG?version=2025071617265204122024082524";"https://camargoebarros.futurasistemas.com.br/3058-BROCA-ACO-RAPIDO-P-METAL-6-MM-STARTOOLS-AR0131"
"AR0132";"BROCA AÇO RAPIDO P/ METAL 8 MM STARTOOLS";"R$ 4,50";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_435101-580x435.PNG?version=2025071617300404122024082524";"https://camargoebarros.futurasistemas.com.br/3059-BROCA-ACO-RAPIDO-P-METAL-8-MM-STARTOOLS-AR0132"
"606855";"BROCA CONICA CHANFRADA DIAMANTADA 38MM GOLFIELD";"R$ 44,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_516101-580x435.JPG?version=2025070910580904122024082524";"https://camargoebarros.futurasistemas.com.br/3638-BROCA-CONICA-CHANFRADA-DIAMANTADA-38MM-GOLFIELD-606855"
"606854";"BROCA CONICA CHANFRADA DIAMANTADA 50MM GOLFIELD";"R$ 54,90";"https://camargoebarros.futurasistemas.com.br/image/cache/watermark/data/eftr/Img_ftr_rp_515901-580x435.JPG?version=2025070910571004122024082524";"https://camargoebarros.futurasistemas.com.br/3637-BROCA-CONICA-CHANFRADA-DIAMANTADA-50MM-GOLFIELD-606854"
